Absolute Time,X,Y,N,alpha_VSP1,alpha_VSP2,omega_VSP1,omega_VSP2,u_BT,u_VSP1,u_VSP2
3571910836.702178,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.712177,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.722178,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.732178,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.742178,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.752179,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.762177,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.772179,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.782178,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.792180,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.802180,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.812182,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.822181,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.832180,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.842182,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.852181,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.862183,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.872183,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.882183,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.892182,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.902183,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.912183,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.922185,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.932185,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.942185,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.952185,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.962185,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.972186,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.982185,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910836.992187,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.002187,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.012187,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.022187,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.032188,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.042188,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.052189,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.062189,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.072189,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.082188,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.092190,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.102190,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.112191,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.122190,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.132191,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.142191,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.152191,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.162191,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.172194,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.182191,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.192193,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.202194,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.212194,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.222194,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.232195,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.242197,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.252194,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.262197,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.272195,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.282195,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.292197,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.302197,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.312196,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.322198,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.332198,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.342197,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.352199,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.362198,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.372199,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.382198,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.392199,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.402199,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.412200,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.422201,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.432201,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.442202,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
3571910837.452200,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.300000,0.300000,0.000000,0.000000,0.000000
